instant,dteday,season,yr,mnth,hr,weekday,daystatus,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,level_pengguna
1530,2011-03-09,Spring,2011,Maret,2,Rabu,Workingday,clear,0.26,0.2727,0.52,0.1343,1,1,2,Low
1531,2011-03-09,Spring,2011,Maret,3,Rabu,Workingday,clear,0.24,0.2576,0.7,0.0896,1,2,3,Low
1532,2011-03-09,Spring,2011,Maret,4,Rabu,Workingday,clear,0.24,0.2576,0.75,0.1045,0,2,2,Low
1533,2011-03-09,Spring,2011,Maret,5,Rabu,Workingday,mist,0.24,0.2424,0.81,0.1343,1,7,8,Low
1534,2011-03-09,Spring,2011,Maret,6,Rabu,Workingday,mist,0.24,0.2576,0.85,0.1045,5,44,49,Middle
1535,2011-03-09,Spring,2011,Maret,7,Rabu,Workingday,mist,0.24,0.2424,0.87,0.1642,18,123,141,Middle
1536,2011-03-09,Spring,2011,Maret,8,Rabu,Workingday,mist,0.24,0.2424,0.87,0.1343,11,238,249,Middle
1537,2011-03-09,Spring,2011,Maret,9,Rabu,Workingday,mist,0.26,0.2424,0.87,0.2537,5,136,141,Middle
1538,2011-03-09,Spring,2011,Maret,10,Rabu,Workingday,mist,0.3,0.2879,0.75,0.2537,8,49,57,Middle
1539,2011-03-09,Spring,2011,Maret,11,Rabu,Workingday,mist,0.32,0.2879,0.76,0.3881,15,44,59,Middle
1540,2011-03-09,Spring,2011,Maret,12,Rabu,Workingday,mist,0.32,0.303,0.76,0.2537,14,84,98,Middle
1541,2011-03-09,Spring,2011,Maret,13,Rabu,Workingday,mist,0.32,0.2879,0.76,0.3582,17,82,99,Middle
1542,2011-03-09,Spring,2011,Maret,14,Rabu,Workingday,mist,0.34,0.303,0.76,0.2985,10,61,71,Middle
1543,2011-03-09,Spring,2011,Maret,15,Rabu,Workingday,mist,0.36,0.3333,0.71,0.2985,15,64,79,Middle
1544,2011-03-09,Spring,2011,Maret,16,Rabu,Workingday,mist,0.34,0.303,0.76,0.3284,10,102,112,Middle
1545,2011-03-09,Spring,2011,Maret,17,Rabu,Workingday,mist,0.34,0.303,0.76,0.2985,18,176,194,Middle
1546,2011-03-09,Spring,2011,Maret,18,Rabu,Workingday,mist,0.34,0.3182,0.76,0.2537,12,176,188,Middle
1547,2011-03-09,Spring,2011,Maret,19,Rabu,Workingday,mist,0.34,0.303,0.76,0.3284,11,123,134,Middle
1548,2011-03-09,Spring,2011,Maret,20,Rabu,Workingday,mist,0.32,0.3182,0.87,0.194,4,87,91,Middle
1549,2011-03-09,Spring,2011,Maret,21,Rabu,Workingday,mist,0.32,0.303,0.93,0.3284,10,52,62,Middle
1550,2011-03-09,Spring,2011,Maret,22,Rabu,Workingday,light snow,0.32,0.3182,0.93,0.1642,4,17,21,Low
1551,2011-03-09,Spring,2011,Maret,23,Rabu,Workingday,light snow,0.34,0.3333,0.93,0.194,1,17,18,Low
1552,2011-03-10,Spring,2011,Maret,0,Kamis,Workingday,light snow,0.34,0.3182,0.0,0.2537,3,0,3,Low
1553,2011-03-10,Spring,2011,Maret,1,Kamis,Workingday,light snow,0.34,0.3182,0.0,0.2537,0,2,2,Low
1554,2011-03-10,Spring,2011,Maret,2,Kamis,Workingday,light snow,0.34,0.3182,0.0,0.2537,0,1,1,Low
1555,2011-03-10,Spring,2011,Maret,5,Kamis,Workingday,light snow,0.36,0.3485,0.0,0.194,1,2,3,Low
1556,2011-03-10,Spring,2011,Maret,6,Kamis,Workingday,light snow,0.36,0.3333,0.0,0.3284,0,12,12,Low
1557,2011-03-10,Spring,2011,Maret,7,Kamis,Workingday,light snow,0.38,0.3939,0.0,0.2239,1,36,37,Low
1558,2011-03-10,Spring,2011,Maret,8,Kamis,Workingday,light snow,0.38,0.3939,0.0,0.2836,1,43,44,Middle
1559,2011-03-10,Spring,2011,Maret,9,Kamis,Workingday,light snow,0.4,0.4091,0.0,0.2239,1,23,24,Low
1560,2011-03-10,Spring,2011,Maret,10,Kamis,Workingday,light snow,0.4,0.4091,0.0,0.1642,0,17,17,Low
1561,2011-03-10,Spring,2011,Maret,11,Kamis,Workingday,light snow,0.4,0.4091,0.0,0.2537,6,5,11,Low
1562,2011-03-10,Spring,2011,Maret,12,Kamis,Workingday,light snow,0.42,0.4242,0.0,0.2239,4,30,34,Low
1563,2011-03-10,Spring,2011,Maret,13,Kamis,Workingday,light snow,0.42,0.4242,0.0,0.2239,1,11,12,Low
1564,2011-03-10,Spring,2011,Maret,14,Kamis,Workingday,light snow,0.44,0.4394,0.0,0.2985,0,12,12,Low
1565,2011-03-10,Spring,2011,Maret,15,Kamis,Workingday,light snow,0.44,0.4394,0.0,0.2239,3,11,14,Low
1566,2011-03-10,Spring,2011,Maret,16,Kamis,Workingday,light snow,0.42,0.4242,0.0,0.2537,1,20,21,Low
1567,2011-03-10,Spring,2011,Maret,17,Kamis,Workingday,mist,0.44,0.4394,0.0,0.3881,2,109,111,Middle
1568,2011-03-10,Spring,2011,Maret,18,Kamis,Workingday,light snow,0.44,0.4394,0.0,0.3582,2,80,82,Middle
1569,2011-03-10,Spring,2011,Maret,19,Kamis,Workingday,light snow,0.44,0.4394,0.0,0.5821,5,51,56,Middle
1570,2011-03-10,Spring,2011,Maret,20,Kamis,Workingday,light snow,0.36,0.3333,0.0,0.3284,9,29,38,Low
1571,2011-03-10,Spring,2011,Maret,21,Kamis,Workingday,light snow,0.36,0.3485,0.0,0.2239,1,27,28,Low
1572,2011-03-10,Spring,2011,Maret,22,Kamis,Workingday,mist,0.34,0.3333,0.0,0.1343,4,30,34,Low
1573,2011-03-10,Spring,2011,Maret,23,Kamis,Workingday,light snow,0.34,0.3485,0.0,0.0896,1,26,27,Low
1574,2011-03-11,Spring,2011,Maret,0,Jumat,Workingday,mist,0.34,0.3485,1.0,0.0896,0,6,6,Low
1575,2011-03-11,Spring,2011,Maret,1,Jumat,Workingday,light snow,0.34,0.3485,1.0,0.1045,0,8,8,Low
1576,2011-03-11,Spring,2011,Maret,2,Jumat,Workingday,light snow,0.34,0.3485,1.0,0.1045,2,3,5,Low
1577,2011-03-11,Spring,2011,Maret,3,Jumat,Workingday,mist,0.32,0.3333,0.93,0.0896,0,2,2,Low
1578,2011-03-11,Spring,2011,Maret,5,Jumat,Workingday,clear,0.3,0.2879,0.81,0.2239,1,6,7,Low
1579,2011-03-11,Spring,2011,Maret,6,Jumat,Workingday,clear,0.26,0.2424,0.81,0.2836,1,31,32,Low
1580,2011-03-11,Spring,2011,Maret,7,Jumat,Workingday,clear,0.26,0.2576,0.7,0.194,10,104,114,Middle
1581,2011-03-11,Spring,2011,Maret,8,Jumat,Workingday,clear,0.28,0.2727,0.7,0.2537,15,244,259,Middle
1582,2011-03-11,Spring,2011,Maret,9,Jumat,Workingday,mist,0.3,0.2879,0.61,0.2836,13,143,156,Middle
1583,2011-03-11,Spring,2011,Maret,10,Jumat,Workingday,mist,0.32,0.303,0.57,0.2985,18,60,78,Middle
1584,2011-03-11,Spring,2011,Maret,11,Jumat,Workingday,mist,0.32,0.303,0.57,0.2985,14,67,81,Middle
1585,2011-03-11,Spring,2011,Maret,12,Jumat,Workingday,mist,0.34,0.3182,0.53,0.2537,15,96,111,Middle
1586,2011-03-11,Spring,2011,Maret,13,Jumat,Workingday,clear,0.36,0.3333,0.53,0.2537,15,92,107,Middle
1587,2011-03-11,Spring,2011,Maret,14,Jumat,Workingday,mist,0.36,0.3333,0.5,0.3582,25,64,89,Middle
1588,2011-03-11,Spring,2011,Maret,15,Jumat,Workingday,mist,0.34,0.3182,0.53,0.2537,21,64,85,Middle
1589,2011-03-11,Spring,2011,Maret,16,Jumat,Workingday,mist,0.34,0.303,0.49,0.2985,18,95,113,Middle
1590,2011-03-11,Spring,2011,Maret,17,Jumat,Workingday,clear,0.34,0.3182,0.49,0.2239,23,200,223,Middle
1591,2011-03-11,Spring,2011,Maret,18,Jumat,Workingday,clear,0.32,0.303,0.49,0.3284,19,134,153,Middle
1592,2011-03-11,Spring,2011,Maret,19,Jumat,Workingday,clear,0.3,0.2727,0.56,0.3284,7,111,118,Middle
1593,2011-03-11,Spring,2011,Maret,20,Jumat,Workingday,clear,0.3,0.303,0.56,0.1642,6,70,76,Middle
1594,2011-03-11,Spring,2011,Maret,21,Jumat,Workingday,mist,0.3,0.2879,0.52,0.2537,10,43,53,Middle
1595,2011-03-11,Spring,2011,Maret,22,Jumat,Workingday,clear,0.3,0.303,0.52,0.1642,11,53,64,Middle
1596,2011-03-11,Spring,2011,Maret,23,Jumat,Workingday,clear,0.3,0.2879,0.52,0.2537,3,34,37,Low
1597,2011-03-12,Spring,2011,Maret,0,Sabtu,Holiday,clear,0.26,0.2727,0.6,0.1343,4,30,34,Low
1598,2011-03-12,Spring,2011,Maret,1,Sabtu,Holiday,clear,0.24,0.2273,0.65,0.194,3,15,18,Low
1599,2011-03-12,Spring,2011,Maret,2,Sabtu,Holiday,clear,0.24,0.2273,0.65,0.194,0,14,14,Low
1600,2011-03-12,Spring,2011,Maret,3,Sabtu,Holiday,clear,0.24,0.2273,0.65,0.2537,1,6,7,Low
1601,2011-03-12,Spring,2011,Maret,4,Sabtu,Holiday,clear,0.24,0.2273,0.65,0.2537,0,1,1,Low
1602,2011-03-12,Spring,2011,Maret,5,Sabtu,Holiday,clear,0.22,0.2273,0.69,0.194,0,2,2,Low
1603,2011-03-12,Spring,2011,Maret,6,Sabtu,Holiday,clear,0.22,0.2121,0.75,0.2537,2,2,4,Low
1604,2011-03-12,Spring,2011,Maret,7,Sabtu,Holiday,clear,0.24,0.2273,0.7,0.194,4,19,23,Low
1605,2011-03-12,Spring,2011,Maret,8,Sabtu,Holiday,clear,0.26,0.2576,0.65,0.1642,9,44,53,Middle
1606,2011-03-12,Spring,2011,Maret,9,Sabtu,Holiday,clear,0.28,0.2879,0.65,0.1045,25,76,101,Middle
1607,2011-03-12,Spring,2011,Maret,10,Sabtu,Holiday,clear,0.32,0.303,0.66,0.2239,21,78,99,Middle
1608,2011-03-12,Spring,2011,Maret,11,Sabtu,Holiday,clear,0.34,0.303,0.49,0.3284,36,83,119,Middle
1609,2011-03-12,Spring,2011,Maret,12,Sabtu,Holiday,clear,0.34,0.3182,0.53,0.2836,51,107,158,Middle
1610,2011-03-12,Spring,2011,Maret,13,Sabtu,Holiday,clear,0.36,0.3333,0.51,0.3582,62,95,157,Middle
1611,2011-03-12,Spring,2011,Maret,14,Sabtu,Holiday,clear,0.4,0.4091,0.5,0.4478,70,96,166,Middle
1612,2011-03-12,Spring,2011,Maret,15,Sabtu,Holiday,clear,0.42,0.4242,0.44,0.4925,81,101,182,Middle
1613,2011-03-12,Spring,2011,Maret,16,Sabtu,Holiday,clear,0.46,0.4545,0.41,0.4478,100,144,244,Middle
1614,2011-03-12,Spring,2011,Maret,17,Sabtu,Holiday,clear,0.46,0.4545,0.44,0.3284,99,114,213,Middle
1615,2011-03-12,Spring,2011,Maret,18,Sabtu,Holiday,clear,0.42,0.4242,0.54,0.1642,54,91,145,Middle
1616,2011-03-12,Spring,2011,Maret,19,Sabtu,Holiday,clear,0.42,0.4242,0.54,0.0896,26,86,112,Middle
1617,2011-03-12,Spring,2011,Maret,20,Sabtu,Holiday,clear,0.4,0.4091,0.58,0.1045,22,64,86,Middle
1618,2011-03-12,Spring,2011,Maret,21,Sabtu,Holiday,clear,0.38,0.3939,0.62,0.0,36,46,82,Middle
1619,2011-03-12,Spring,2011,Maret,22,Sabtu,Holiday,clear,0.36,0.3788,0.71,0.0,7,56,63,Middle
1620,2011-03-12,Spring,2011,Maret,23,Sabtu,Holiday,clear,0.38,0.3939,0.66,0.0896,11,38,49,Middle
1621,2011-03-13,Spring,2011,Maret,0,Minggu,Holiday,clear,0.38,0.3939,0.62,0.1045,3,35,38,Low
1622,2011-03-13,Spring,2011,Maret,1,Minggu,Holiday,clear,0.36,0.3485,0.66,0.1343,10,23,33,Low
1623,2011-03-13,Spring,2011,Maret,3,Minggu,Holiday,clear,0.34,0.3333,0.76,0.1343,6,17,23,Low
1624,2011-03-13,Spring,2011,Maret,4,Minggu,Holiday,clear,0.34,0.3333,0.66,0.1642,4,9,13,Low
1625,2011-03-13,Spring,2011,Maret,5,Minggu,Holiday,clear,0.36,0.3485,0.62,0.1343,0,3,3,Low
1626,2011-03-13,Spring,2011,Maret,6,Minggu,Holiday,clear,0.34,0.3636,0.66,0.0,0,2,2,Low
1627,2011-03-13,Spring,2011,Maret,7,Minggu,Holiday,clear,0.36,0.3485,0.62,0.194,2,8,10,Low
1628,2011-03-13,Spring,2011,Maret,8,Minggu,Holiday,clear,0.4,0.4091,0.5,0.2985,11,23,34,Low
1629,2011-03-13,Spring,2011,Maret,9,Minggu,Holiday,clear,0.4,0.4091,0.5,0.4179,8,36,44,Middle
1630,2011-03-13,Spring,2011,Maret,10,Minggu,Holiday,clear,0.42,0.4242,0.47,0.2537,36,86,122,Middle
1631,2011-03-13,Spring,2011,Maret,11,Minggu,Holiday,clear,0.44,0.4394,0.41,0.4179,88,93,181,Middle
1632,2011-03-13,Spring,2011,Maret,12,Minggu,Holiday,clear,0.46,0.4545,0.38,0.3881,74,120,194,Middle
1633,2011-03-13,Spring,2011,Maret,13,Minggu,Holiday,clear,0.46,0.4545,0.38,0.3881,97,124,221,Middle
1634,2011-03-13,Spring,2011,Maret,14,Minggu,Holiday,clear,0.46,0.4545,0.41,0.2985,144,106,250,Middle
1635,2011-03-13,Spring,2011,Maret,15,Minggu,Holiday,clear,0.48,0.4697,0.39,0.3284,149,155,304,High
1636,2011-03-13,Spring,2011,Maret,16,Minggu,Holiday,clear,0.46,0.4545,0.41,0.3881,124,132,256,Middle
1637,2011-03-13,Spring,2011,Maret,17,Minggu,Holiday,clear,0.44,0.4394,0.41,0.3582,98,143,241,Middle
1638,2011-03-13,Spring,2011,Maret,18,Minggu,Holiday,clear,0.4,0.4091,0.43,0.3582,55,92,147,Middle
1639,2011-03-13,Spring,2011,Maret,19,Minggu,Holiday,clear,0.36,0.3333,0.5,0.3582,28,73,101,Middle
1640,2011-03-13,Spring,2011,Maret,20,Minggu,Holiday,clear,0.32,0.303,0.57,0.2985,23,54,77,Middle
1641,2011-03-13,Spring,2011,Maret,21,Minggu,Holiday,clear,0.3,0.2879,0.56,0.2537,9,49,58,Middle
1642,2011-03-13,Spring,2011,Maret,22,Minggu,Holiday,clear,0.3,0.2727,0.56,0.3284,8,29,37,Low
1643,2011-03-13,Spring,2011,Maret,23,Minggu,Holiday,clear,0.26,0.2576,0.65,0.2239,5,23,28,Low
1644,2011-03-14,Spring,2011,Maret,0,Senin,Workingday,clear,0.26,0.2727,0.65,0.1045,4,7,11,Low
1645,2011-03-14,Spring,2011,Maret,1,Senin,Workingday,clear,0.26,0.2879,0.65,0.0896,0,1,1,Low
1646,2011-03-14,Spring,2011,Maret,2,Senin,Workingday,clear,0.26,0.2879,0.65,0.0896,0,1,1,Low
1647,2011-03-14,Spring,2011,Maret,3,Senin,Workingday,clear,0.26,0.2727,0.65,0.1343,0,3,3,Low
1648,2011-03-14,Spring,2011,Maret,5,Senin,Workingday,clear,0.24,0.2424,0.7,0.1343,0,8,8,Low
1649,2011-03-14,Spring,2011,Maret,6,Senin,Workingday,clear,0.26,0.2727,0.65,0.1343,1,27,28,Low
1650,2011-03-14,Spring,2011,Maret,7,Senin,Workingday,mist,0.28,0.3182,0.61,0.0,4,84,88,Middle
1651,2011-03-14,Spring,2011,Maret,8,Senin,Workingday,mist,0.3,0.303,0.56,0.1343,24,217,241,Middle
1652,2011-03-14,Spring,2011,Maret,9,Senin,Workingday,clear,0.32,0.303,0.53,0.3284,13,127,140,Middle
1653,2011-03-14,Spring,2011,Maret,10,Senin,Workingday,clear,0.34,0.3182,0.42,0.2537,27,57,84,Middle
1654,2011-03-14,Spring,2011,Maret,11,Senin,Workingday,clear,0.36,0.3333,0.4,0.2537,26,45,71,Middle
1655,2011-03-14,Spring,2011,Maret,12,Senin,Workingday,clear,0.38,0.3939,0.37,0.0,40,54,94,Middle
1656,2011-03-14,Spring,2011,Maret,13,Senin,Workingday,clear,0.38,0.3939,0.36,0.3284,24,51,75,Middle
1657,2011-03-14,Spring,2011,Maret,14,Senin,Workingday,mist,0.38,0.3939,0.34,0.0,27,52,79,Middle
1658,2011-03-14,Spring,2011,Maret,15,Senin,Workingday,clear,0.38,0.3939,0.37,0.1642,24,77,101,Middle
1659,2011-03-14,Spring,2011,Maret,16,Senin,Workingday,clear,0.4,0.4091,0.35,0.1045,27,80,107,Middle
1660,2011-03-14,Spring,2011,Maret,17,Senin,Workingday,clear,0.38,0.3939,0.4,0.194,42,229,271,Middle
1661,2011-03-14,Spring,2011,Maret,18,Senin,Workingday,clear,0.36,0.3636,0.4,0.1045,25,210,235,Middle
1662,2011-03-14,Spring,2011,Maret,19,Senin,Workingday,clear,0.36,0.3485,0.43,0.1343,17,133,150,Middle
1663,2011-03-14,Spring,2011,Maret,20,Senin,Workingday,clear,0.34,0.3182,0.46,0.2239,23,106,129,Middle
1664,2011-03-14,Spring,2011,Maret,21,Senin,Workingday,clear,0.34,0.3333,0.46,0.1343,5,58,63,Middle
1665,2011-03-14,Spring,2011,Maret,22,Senin,Workingday,clear,0.32,0.3333,0.49,0.1045,4,43,47,Middle
1666,2011-03-14,Spring,2011,Maret,23,Senin,Workingday,clear,0.32,0.3485,0.53,0.0,2,17,19,Low
1667,2011-03-15,Spring,2011,Maret,0,Selasa,Workingday,clear,0.32,0.3485,0.53,0.0,7,7,14,Low
1668,2011-03-15,Spring,2011,Maret,1,Selasa,Workingday,clear,0.3,0.303,0.62,0.0896,4,6,10,Low
1669,2011-03-15,Spring,2011,Maret,2,Selasa,Workingday,clear,0.3,0.303,0.62,0.0896,1,2,3,Low
1670,2011-03-15,Spring,2011,Maret,4,Selasa,Workingday,clear,0.24,0.2576,0.75,0.0896,1,1,2,Low
1671,2011-03-15,Spring,2011,Maret,5,Selasa,Workingday,clear,0.24,0.2273,0.75,0.194,0,11,11,Low
1672,2011-03-15,Spring,2011,Maret,6,Selasa,Workingday,clear,0.22,0.2273,0.8,0.194,3,32,35,Low
1673,2011-03-15,Spring,2011,Maret,7,Selasa,Workingday,clear,0.24,0.2424,0.75,0.1642,10,109,119,Middle
1674,2011-03-15,Spring,2011,Maret,8,Selasa,Workingday,clear,0.26,0.2879,0.7,0.0896,23,259,282,High
1675,2011-03-15,Spring,2011,Maret,9,Selasa,Workingday,mist,0.3,0.3333,0.7,0.0,10,147,157,Middle
1676,2011-03-15,Spring,2011,Maret,10,Selasa,Workingday,mist,0.32,0.3182,0.66,0.194,22,56,78,Middle
1677,2011-03-15,Spring,2011,Maret,11,Selasa,Workingday,mist,0.34,0.3182,0.57,0.2239,27,51,78,Middle
1678,2011-03-15,Spring,2011,Maret,12,Selasa,Workingday,mist,0.36,0.3485,0.5,0.2239,32,70,102,Middle
1679,2011-03-15,Spring,2011,Maret,13,Selasa,Workingday,mist,0.36,0.3333,0.57,0.2836,23,74,97,Middle
1680,2011-03-15,Spring,2011,Maret,14,Selasa,Workingday,mist,0.38,0.3939,0.46,0.2985,14,74,88,Middle
1681,2011-03-15,Spring,2011,Maret,15,Selasa,Workingday,mist,0.38,0.3939,0.43,0.2836,24,66,90,Middle
1682,2011-03-15,Spring,2011,Maret,16,Selasa,Workingday,mist,0.38,0.3939,0.46,0.3284,21,93,114,Middle
1683,2011-03-15,Spring,2011,Maret,17,Selasa,Workingday,mist,0.36,0.3485,0.62,0.194,22,195,217,Middle
1684,2011-03-15,Spring,2011,Maret,18,Selasa,Workingday,mist,0.36,0.3333,0.62,0.2985,18,207,225,Middle
1685,2011-03-15,Spring,2011,Maret,19,Selasa,Workingday,mist,0.34,0.3182,0.71,0.2836,14,138,152,Middle
1686,2011-03-15,Spring,2011,Maret,20,Selasa,Workingday,mist,0.34,0.3182,0.71,0.2836,9,79,88,Middle
1687,2011-03-15,Spring,2011,Maret,21,Selasa,Workingday,light snow,0.32,0.3333,0.81,0.1045,2,53,55,Middle
1688,2011-03-15,Spring,2011,Maret,22,Selasa,Workingday,mist,0.32,0.3182,0.87,0.1642,1,20,21,Low
1689,2011-03-15,Spring,2011,Maret,23,Selasa,Workingday,mist,0.32,0.3182,0.87,0.1642,1,17,18,Low
1690,2011-03-16,Spring,2011,Maret,0,Rabu,Workingday,light snow,0.3,0.2879,0.93,0.2537,0,8,8,Low
1691,2011-03-16,Spring,2011,Maret,1,Rabu,Workingday,light snow,0.3,0.2727,1.0,0.2985,1,2,3,Low
1692,2011-03-16,Spring,2011,Maret,3,Rabu,Workingday,mist,0.28,0.2727,1.0,0.2239,1,2,3,Low
1693,2011-03-16,Spring,2011,Maret,4,Rabu,Workingday,mist,0.3,0.303,0.93,0.1642,0,1,1,Low
1694,2011-03-16,Spring,2011,Maret,5,Rabu,Workingday,mist,0.3,0.3182,0.93,0.1045,0,3,3,Low
1695,2011-03-16,Spring,2011,Maret,6,Rabu,Workingday,mist,0.3,0.3182,0.93,0.1045,1,30,31,Low
1696,2011-03-16,Spring,2011,Maret,7,Rabu,Workingday,mist,0.3,0.2879,0.93,0.194,10,101,111,Middle
1697,2011-03-16,Spring,2011,Maret,8,Rabu,Workingday,mist,0.32,0.3182,0.93,0.0,26,227,253,Middle
1698,2011-03-16,Spring,2011,Maret,9,Rabu,Workingday,mist,0.32,0.3333,0.93,0.1343,10,144,154,Middle
1699,2011-03-16,Spring,2011,Maret,10,Rabu,Workingday,mist,0.36,0.3485,0.81,0.1642,19,49,68,Middle
1700,2011-03-16,Spring,2011,Maret,11,Rabu,Workingday,mist,0.36,0.3485,0.81,0.1343,13,62,75,Middle
1701,2011-03-16,Spring,2011,Maret,12,Rabu,Workingday,mist,0.4,0.4091,0.71,0.1045,23,65,88,Middle
1702,2011-03-16,Spring,2011,Maret,13,Rabu,Workingday,mist,0.4,0.4091,0.76,0.1343,18,81,99,Middle
1703,2011-03-16,Spring,2011,Maret,14,Rabu,Workingday,mist,0.4,0.4091,0.76,0.2239,33,67,100,Middle
1704,2011-03-16,Spring,2011,Maret,15,Rabu,Workingday,mist,0.4,0.4091,0.76,0.2537,22,79,101,Middle
1705,2011-03-16,Spring,2011,Maret,16,Rabu,Workingday,mist,0.4,0.4091,0.76,0.1642,30,121,151,Middle
1706,2011-03-16,Spring,2011,Maret,17,Rabu,Workingday,mist,0.44,0.4394,0.54,0.2985,37,216,253,Middle
1707,2011-03-16,Spring,2011,Maret,18,Rabu,Workingday,mist,0.44,0.4394,0.54,0.2239,26,211,237,Middle
1708,2011-03-16,Spring,2011,Maret,19,Rabu,Workingday,mist,0.44,0.4394,0.51,0.3284,18,150,168,Middle
1709,2011-03-16,Spring,2011,Maret,20,Rabu,Workingday,mist,0.42,0.4242,0.54,0.2985,10,111,121,Middle
1710,2011-03-16,Spring,2011,Maret,21,Rabu,Workingday,mist,0.42,0.4242,0.58,0.2836,3,75,78,Middle
1711,2011-03-16,Spring,2011,Maret,22,Rabu,Workingday,mist,0.4,0.4091,0.62,0.3881,11,48,59,Middle
1712,2011-03-16,Spring,2011,Maret,23,Rabu,Workingday,clear,0.4,0.4091,0.65,0.194,9,18,27,Low
1713,2011-03-17,Spring,2011,Maret,0,Kamis,Workingday,clear,0.38,0.3939,0.66,0.2537,4,19,23,Low
1714,2011-03-17,Spring,2011,Maret,1,Kamis,Workingday,clear,0.36,0.3485,0.71,0.2239,1,11,12,Low
1715,2011-03-17,Spring,2011,Maret,2,Kamis,Workingday,clear,0.34,0.303,0.71,0.2985,3,5,8,Low
1716,2011-03-17,Spring,2011,Maret,3,Kamis,Workingday,clear,0.34,0.3333,0.66,0.1642,1,1,2,Low
1717,2011-03-17,Spring,2011,Maret,4,Kamis,Workingday,clear,0.34,0.3333,0.71,0.194,0,3,3,Low
1718,2011-03-17,Spring,2011,Maret,5,Kamis,Workingday,clear,0.32,0.3333,0.76,0.1045,0,13,13,Low
1719,2011-03-17,Spring,2011,Maret,6,Kamis,Workingday,clear,0.32,0.3182,0.76,0.194,4,47,51,Middle
1720,2011-03-17,Spring,2011,Maret,7,Kamis,Workingday,clear,0.32,0.3333,0.76,0.1343,12,128,140,Middle
1721,2011-03-17,Spring,2011,Maret,8,Kamis,Workingday,clear,0.36,0.3485,0.66,0.1343,17,282,299,High
1722,2011-03-17,Spring,2011,Maret,9,Kamis,Workingday,clear,0.4,0.4091,0.62,0.2537,23,162,185,Middle
1723,2011-03-17,Spring,2011,Maret,10,Kamis,Workingday,clear,0.44,0.4394,0.54,0.3284,9,69,78,Middle
1724,2011-03-17,Spring,2011,Maret,11,Kamis,Workingday,clear,0.44,0.4394,0.54,0.2836,20,66,86,Middle
1725,2011-03-17,Spring,2011,Maret,12,Kamis,Workingday,clear,0.5,0.4848,0.45,0.2239,24,81,105,Middle
1726,2011-03-17,Spring,2011,Maret,13,Kamis,Workingday,mist,0.52,0.5,0.42,0.0896,26,85,111,Middle
1727,2011-03-17,Spring,2011,Maret,14,Kamis,Workingday,clear,0.5,0.4848,0.45,0.1045,32,87,119,Middle
1728,2011-03-17,Spring,2011,Maret,15,Kamis,Workingday,clear,0.52,0.5,0.42,0.2537,30,95,125,Middle
1729,2011-03-17,Spring,2011,Maret,16,Kamis,Workingday,clear,0.5,0.4848,0.48,0.2836,34,108,142,Middle
1730,2011-03-17,Spring,2011,Maret,17,Kamis,Workingday,clear,0.5,0.4848,0.42,0.194,48,265,313,High
1731,2011-03-17,Spring,2011,Maret,18,Kamis,Workingday,mist,0.46,0.4545,0.59,0.1642,50,260,310,High
1732,2011-03-17,Spring,2011,Maret,19,Kamis,Workingday,clear,0.44,0.4394,0.58,0.194,18,189,207,Middle
1733,2011-03-17,Spring,2011,Maret,20,Kamis,Workingday,clear,0.42,0.4242,0.67,0.2239,25,112,137,Middle
1734,2011-03-17,Spring,2011,Maret,21,Kamis,Workingday,clear,0.42,0.4242,0.62,0.2239,19,119,138,Middle
1735,2011-03-17,Spring,2011,Maret,22,Kamis,Workingday,clear,0.4,0.4091,0.66,0.2239,17,70,87,Middle
1736,2011-03-17,Spring,2011,Maret,23,Kamis,Workingday,clear,0.42,0.4242,0.62,0.2836,7,43,50,Middle
1737,2011-03-18,Spring,2011,Maret,0,Jumat,Workingday,clear,0.42,0.4242,0.58,0.2836,5,24,29,Low
1738,2011-03-18,Spring,2011,Maret,1,Jumat,Workingday,clear,0.4,0.4091,0.62,0.2537,4,12,16,Low
1739,2011-03-18,Spring,2011,Maret,2,Jumat,Workingday,clear,0.4,0.4091,0.62,0.194,5,9,14,Low
1740,2011-03-18,Spring,2011,Maret,3,Jumat,Workingday,clear,0.36,0.3485,0.71,0.194,1,4,5,Low
1741,2011-03-18,Spring,2011,Maret,5,Jumat,Workingday,clear,0.38,0.3939,0.66,0.1642,2,8,10,Low
1742,2011-03-18,Spring,2011,Maret,6,Jumat,Workingday,clear,0.4,0.4091,0.66,0.194,1,35,36,Low
1743,2011-03-18,Spring,2011,Maret,7,Jumat,Workingday,clear,0.4,0.4091,0.66,0.194,11,112,123,Middle
1744,2011-03-18,Spring,2011,Maret,8,Jumat,Workingday,clear,0.42,0.4242,0.67,0.2537,24,256,280,Middle
1745,2011-03-18,Spring,2011,Maret,9,Jumat,Workingday,clear,0.46,0.4545,0.63,0.2239,18,192,210,Middle
1746,2011-03-18,Spring,2011,Maret,10,Jumat,Workingday,clear,0.52,0.5,0.53,0.2836,43,74,117,Middle
1747,2011-03-18,Spring,2011,Maret,11,Jumat,Workingday,clear,0.54,0.5152,0.52,0.2836,55,104,159,Middle
1748,2011-03-18,Spring,2011,Maret,12,Jumat,Workingday,mist,0.56,0.5303,0.49,0.3582,72,123,195,Middle
